DailyStats,Temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm),Air_temp(degC)
2020-02-09 05:35:00,26.975067,34.119572,8.353008,4.728889,0.000000,24.471888
2020-02-09 05:40:00,27.329220,34.119034,5.000000,4.719785,0.000000,24.548656
2020-02-09 05:45:00,27.368015,34.114380,8.349582,4.591121,0.000000,24.428452
2020-02-09 05:50:00,27.071846,34.310055,8.344231,4.502773,0.000000,24.007431
2020-02-09 05:55:00,27.078690,34.062328,8.379125,4.919923,0.000000,23.559589
2020-02-09 06:00:00,26.577162,34.118835,8.406271,4.845016,0.000000,24.207821
2020-02-09 06:05:00,27.051077,34.075451,8.279905,4.622567,0.000000,23.044199
2020-02-09 06:10:00,26.700354,34.168102,8.413281,4.597125,0.000000,22.737995
2020-02-09 06:15:00,26.967131,34.214634,8.492448,4.499080,0.000000,22.917585
2020-02-09 06:20:00,26.479040,34.109722,8.371529,4.621158,0.000000,22.981308
2020-02-09 06:25:00,26.538544,34.354744,8.343709,4.460797,0.000000,21.874016
2020-02-09 06:30:00,26.973906,34.198345,8.406597,4.068842,0.000000,22.396801
2020-02-09 06:35:00,26.570642,34.061008,8.357178,4.323524,0.000000,21.886038
2020-02-09 06:40:00,26.786703,34.095577,8.346423,3.963786,0.000000,22.573599
2020-02-09 06:45:00,26.801233,34.238560,8.401777,3.916713,0.000000,21.874762
2020-02-09 06:50:00,26.950293,34.329781,8.346528,3.790488,0.000000,22.128967
2020-02-09 06:55:00,26.848883,34.188969,8.387538,3.888229,0.000000,21.235737
2020-02-09 07:00:00,26.807508,34.147495,8.439280,4.097505,0.000000,21.509655
2020-02-09 07:05:00,27.008144,34.153755,8.324494,3.945273,0.000000,21.682587
2020-02-09 07:10:00,26.576469,34.196228,8.442928,3.970236,0.000000,21.397415
2020-02-09 07:15:00,26.810413,34.036465,8.330211,4.000349,0.000000,21.459305
2020-02-09 07:20:00,27.099382,34.129978,8.356285,3.527344,0.000000,21.630268
2020-02-09 07:25:00,27.280874,34.229713,8.355369,3.865470,0.000000,20.647106
2020-02-09 07:30:00,26.695894,34.212246,8.400078,4.019728,0.000000,21.217789
2020-02-09 07:35:00,26.729212,34.235901,8.390803,3.536069,0.000000,20.566967
2020-02-09 07:40:00,27.294460,34.240616,8.429986,3.616316,0.000000,20.313618
2020-02-09 07:45:00,26.686691,34.128891,8.379508,3.602042,0.000000,21.090567
2020-02-09 07:50:00,26.722050,34.265377,8.356479,3.832341,0.000000,21.058613
2020-02-09 07:55:00,26.772558,34.337425,8.381868,4.436492,0.000000,20.392927
2020-02-09 08:00:00,26.945471,34.270763,8.267272,4.396891,0.000000,21.375364
2020-02-09 08:05:00,26.854370,34.267426,8.363780,3.729394,0.000000,20.941452
2020-02-09 08:10:00,26.495275,34.211021,8.336786,4.353580,0.000000,20.824841
2020-02-09 08:15:00,26.641890,34.270493,8.327435,4.199138,0.000000,20.903187
2020-02-09 08:20:00,26.543879,34.023304,8.386290,4.227416,0.000000,20.107471
2020-02-09 08:25:00,27.180037,34.265862,8.270127,4.089819,0.000000,20.634613
2020-02-09 08:30:00,27.051390,34.156342,8.293199,3.900522,0.000000,20.320381
2020-02-09 08:35:00,27.079023,34.165237,8.293705,4.186041,0.000000,20.603821
2020-02-09 08:40:00,27.181013,34.275932,8.256027,3.947609,0.000000,20.132996
2020-02-09 08:45:00,26.999407,34.228191,8.316132,4.061871,0.000000,21.008533
2020-02-09 08:50:00,26.739855,34.070843,8.292957,4.108678,0.000000,20.227407
2020-02-09 08:55:00,26.875513,34.270596,8.340426,3.691648,0.000000,20.542448
2020-02-09 09:00:00,27.219921,34.155216,8.268385,4.286616,0.000000,20.693447
2020-02-09 09:05:00,26.978367,34.112343,8.348454,4.316655,0.000000,20.419407
2020-02-09 09:10:00,26.410921,34.261765,8.338349,4.159077,0.000000,20.426241
2020-02-09 09:15:00,26.587673,34.267242,8.238614,4.273504,0.000000,20.415434
2020-02-09 09:20:00,27.086246,34.154781,8.309607,3.839415,0.000000,20.064051
2020-02-09 09:25:00,27.025343,34.399956,8.372339,4.420996,0.000000,20.366518
2020-02-09 09:30:00,26.326715,34.359245,8.308630,4.060685,0.000000,20.282562
2020-02-09 09:35:00,26.765413,34.405014,8.455043,4.283035,0.000000,20.529346
2020-02-09 09:40:00,27.280237,34.475330,8.337779,4.107952,0.000000,20.051485
2020-02-09 09:45:00,26.881962,34.446037,8.297592,3.788706,0.000000,19.283476
2020-02-09 09:50:00,26.644215,34.427647,8.308869,3.066013,600.000000,20.002459
2020-02-09 09:55:00,26.417850,34.320080,8.408132,3.415910,0.000000,19.716557
2020-02-09 10:00:00,26.524454,34.238373,8.361772,3.652912,0.000000,19.949703
2020-02-09 10:05:00,26.112652,34.481750,8.352946,3.876688,0.000000,20.327221
2020-02-09 10:10:00,26.902304,34.092190,8.370898,3.869893,0.000000,19.971622
2020-02-09 10:15:00,26.899197,34.308296,8.259890,4.202882,0.000000,19.771969
2020-02-09 10:20:00,26.227737,34.292782,8.370880,3.938483,0.000000,19.626709
2020-02-09 10:25:00,27.461245,34.326996,8.353852,3.951364,0.000000,19.168634
2020-02-09 10:30:00,26.534788,34.490543,8.302258,3.815284,0.000000,20.934374
2020-02-09 10:35:00,26.329491,34.378803,8.326400,4.166199,0.000000,19.317057
2020-02-09 10:40:00,26.085451,34.587437,8.358829,3.690644,0.000000,19.838287
2020-02-09 10:45:00,26.304333,34.553288,8.343326,3.894876,0.000000,20.571934
2020-02-09 10:50:00,26.540409,34.393574,8.268361,3.891612,0.000000,19.905100
2020-02-09 10:55:00,26.840609,34.377617,8.348976,4.118382,0.000000,19.736031
2020-02-09 11:00:00,27.042801,34.397755,8.278651,3.914187,0.000000,20.878323
2020-02-09 11:05:00,26.556789,34.238628,8.242195,3.915799,0.000000,20.531382
2020-02-09 11:10:00,26.510815,34.422646,8.293208,3.600109,0.000000,20.525688
2020-02-09 11:15:00,26.776653,34.360760,8.304729,3.973940,0.000000,18.993910
2020-02-09 11:25:00,26.671692,34.349197,8.223179,3.707445,0.000000,19.910486
2020-02-09 11:30:00,26.958628,34.396572,8.269688,3.359867,0.000000,20.832350
2020-02-09 11:35:00,26.520161,34.238438,8.295631,3.673131,0.000000,19.504417
2020-02-09 11:40:00,26.426350,34.338161,8.315660,3.327803,0.000000,20.090240
2020-02-09 11:45:00,26.582090,34.257797,8.295021,3.410854,0.000000,19.459526
2020-02-09 11:50:00,26.421143,34.105160,8.298035,3.483585,0.000000,20.558348
2020-02-09 11:55:00,26.502760,34.160534,8.238849,3.541056,0.000000,20.198971
2020-02-09 12:00:00,26.698908,34.283192,8.265442,3.281176,0.000000,20.353333
2020-02-09 12:05:00,26.430012,34.295010,8.286859,3.516081,0.000000,19.027269
2020-02-09 12:10:00,26.940634,34.251522,8.330075,2.971359,0.000000,20.395750
2020-02-09 12:15:00,26.555416,34.188114,8.220973,3.401825,0.000000,19.838154
2020-02-09 12:20:00,26.764826,34.167046,8.274154,3.487912,0.000000,19.878016
2020-02-09 12:25:00,25.893288,34.332989,8.292155,3.165317,0.000000,19.368464
2020-02-09 12:30:00,26.793962,34.325809,8.356009,3.585697,0.000000,19.785782
2020-02-09 12:35:00,26.345240,34.169033,8.277193,3.332228,0.000000,19.315783
2020-02-09 12:40:00,26.572235,34.182247,8.275336,3.203560,0.000000,20.569981
2020-02-09 12:45:00,27.086403,34.497028,8.208081,3.188520,0.000000,20.746561
2020-02-09 12:50:00,26.957451,34.263474,8.230692,2.991616,0.000000,20.108416
2020-02-09 12:55:00,26.839106,34.369450,8.264997,2.996246,0.000000,20.145330
2020-02-09 13:00:00,25.558451,34.260677,8.262465,3.460736,0.000000,19.983877
2020-02-09 13:05:00,26.253336,34.213905,8.170059,3.403105,0.000000,19.908949
2020-02-09 13:10:00,26.897623,34.416176,8.181950,2.992786,0.000000,19.693279
2020-02-09 13:15:00,27.006310,34.269985,8.228301,3.254401,0.000000,20.368137
2020-02-09 13:20:00,25.450211,34.372028,8.187719,3.612545,0.000000,19.931446
2020-02-09 13:25:00,26.273705,34.408577,8.305349,2.955862,0.000000,19.365433
2020-02-09 13:30:00,27.060581,34.274227,8.208700,3.397636,0.000000,20.005156
2020-02-09 13:35:00,26.648626,34.274803,8.209479,3.464404,0.000000,20.600359
2020-02-09 13:40:00,26.776806,34.357231,8.193857,3.295880,0.000000,19.825493
2020-02-09 13:45:00,26.346586,34.524967,8.328014,3.462568,0.000000,19.800449
2020-02-09 13:50:00,26.645626,34.320980,8.172914,3.289792,0.000000,20.407772
2020-02-09 13:55:00,27.033588,34.241573,8.218679,3.527789,0.000000,19.694254
2020-02-09 14:00:00,50.000000,34.447701,8.225705,3.299789,0.000000,19.549437
2020-02-09 14:05:00,27.034624,34.396843,8.337593,3.269455,0.000000,20.450788
2020-02-09 14:10:00,26.828407,34.519440,8.269841,3.226092,0.000000,19.584021
2020-02-09 14:15:00,26.241438,34.419003,8.186323,2.907316,0.000000,19.584375
2020-02-09 14:20:00,26.899237,34.475529,8.223049,3.432887,0.000000,19.567596
2020-02-09 14:25:00,26.415400,34.383331,8.227421,2.558034,0.000000,19.971001
2020-02-09 14:30:00,26.802452,34.409126,8.339638,3.330295,0.000000,20.529682
2020-02-09 14:35:00,26.801361,34.428127,8.300709,3.259418,0.000000,20.503372
2020-02-09 14:40:00,26.529608,34.602394,8.248953,2.819746,0.000000,19.414719
2020-02-09 14:45:00,26.718096,34.328011,8.195917,3.391564,0.000000,20.218513
2020-02-09 14:50:00,26.963289,34.533009,8.192886,2.739841,0.000000,19.520340
2020-02-09 14:55:00,26.171085,34.553925,8.259331,2.993172,0.000000,19.709869
2020-02-09 15:00:00,26.860100,34.494076,8.205413,2.974781,0.000000,20.779999
2020-02-09 15:05:00,26.753305,34.367603,8.313426,3.068897,0.000000,20.245522
2020-02-09 15:10:00,26.376522,34.476704,8.285283,3.060823,0.000000,20.393946
2020-02-09 15:15:00,26.858137,34.538292,8.279156,2.738292,0.000000,20.183655
2020-02-09 15:20:00,26.432880,34.486584,8.132472,3.277920,0.000000,19.634888
2020-02-09 15:25:00,26.194101,34.383297,8.171707,3.393793,0.000000,19.832197
2020-02-09 15:30:00,27.040718,34.587494,8.260365,3.044826,0.000000,20.071238
2020-02-09 15:35:00,27.161530,34.482616,8.225692,3.595839,0.000000,20.761021
2020-02-09 15:40:00,26.312000,34.404453,8.337891,3.648280,0.000000,20.177805
2020-02-09 15:45:00,26.477905,34.471416,8.232172,3.469138,0.000000,20.441549
2020-02-09 15:50:00,26.837841,34.296062,8.195216,3.607311,0.000000,20.182007
2020-02-09 15:55:00,25.897484,34.379402,8.317706,3.709176,0.000000,19.489265
2020-02-09 16:00:00,26.697893,34.340202,8.142084,4.013494,0.000000,19.372637
2020-02-09 16:05:00,26.455894,34.284534,8.181988,3.722909,0.000000,20.812216
2020-02-09 16:10:00,26.792295,34.463009,8.236977,3.590429,0.000000,20.224483
2020-02-09 16:15:00,26.360210,34.460754,8.258649,3.488355,0.000000,20.297823
2020-02-09 16:20:00,26.532757,34.424206,8.236070,3.809579,0.000000,20.958635
2020-02-09 16:25:00,27.084299,34.478989,8.243025,4.048479,0.000000,20.023878
2020-02-09 16:30:00,26.288473,34.394833,8.432724,3.536971,0.000000,19.626543
2020-02-09 16:35:00,26.991837,34.377598,8.229294,3.790434,0.000000,20.357008
2020-02-09 16:40:00,26.074724,34.593693,8.200143,3.968156,0.000000,20.639467
2020-02-09 16:45:00,26.696012,34.416035,8.193313,3.734604,0.000000,20.051790
2020-02-09 16:50:00,26.117516,34.444172,8.218542,3.938577,0.000000,20.348301
2020-02-09 16:55:00,26.443521,34.661808,8.108872,3.770256,0.000000,20.545662
2020-02-09 17:00:00,26.760799,34.496895,8.209914,3.315478,0.000000,19.933384
2020-02-09 17:05:00,26.539974,34.335957,8.307775,3.793378,0.000000,20.011101
2020-02-09 17:10:00,26.527020,34.270691,8.265381,3.794456,0.000000,19.893877
2020-02-09 17:15:00,26.587193,34.446156,8.263103,3.774000,0.000000,20.282921
2020-02-09 17:20:00,26.484213,34.387901,8.190839,3.751144,0.000000,19.879425
2020-02-09 17:25:00,25.905588,34.333160,8.335883,3.459267,0.000000,20.178085
2020-02-09 17:30:00,26.710449,34.463928,8.262210,3.657059,0.000000,19.895555
2020-02-09 17:35:00,25.845385,34.557076,8.176602,3.738233,0.000000,19.831427
2020-02-09 17:40:00,27.133974,34.380730,8.207971,3.283349,0.000000,20.467285
2020-02-09 17:45:00,26.572792,34.387829,8.246554,3.371676,0.000000,20.222223
2020-02-09 17:50:00,26.713444,34.541233,8.277466,3.382135,0.000000,19.820610
2020-02-09 17:55:00,26.491795,34.419750,8.265247,3.668561,0.000000,20.643248
2020-02-09 18:00:00,26.413183,34.517673,8.292427,3.068222,0.000000,20.685097
2020-02-09 18:05:00,26.205072,34.564884,8.321851,3.303775,0.000000,19.342709
2020-02-09 18:10:00,26.635971,34.620701,5.000000,3.246173,0.000000,19.955584
2020-02-09 18:15:00,26.667627,34.486019,8.294916,3.166210,0.000000,19.623842
2020-02-09 18:20:00,26.114981,0.000000,8.337292,3.345262,0.000000,20.104946
2020-02-09 18:25:00,25.564533,34.539764,8.249372,3.264337,0.000000,19.901777
2020-02-09 18:30:00,26.782984,34.504295,8.281947,2.889442,0.000000,19.733238
2020-02-09 18:35:00,26.708281,34.474506,8.313198,3.354074,0.000000,19.899624
2020-02-09 18:40:00,26.367704,34.598896,8.238600,3.422542,0.000000,20.083380
2020-02-09 18:45:00,26.956461,34.495068,8.235330,2.960772,0.000000,20.678623
2020-02-09 18:50:00,25.925638,34.498829,8.219171,3.398354,0.000000,20.350338
2020-02-09 18:55:00,26.116339,34.460789,8.244020,3.471263,0.000000,19.489176
2020-02-09 19:00:00,26.574999,34.558384,8.210695,2.965062,0.000000,20.600201
2020-02-09 19:05:00,26.579924,34.653751,8.224121,3.146329,0.000000,20.175379
2020-02-09 19:10:00,26.810230,34.474876,8.228616,3.151450,0.000000,20.066227
2020-02-09 19:15:00,26.170069,34.558376,8.277302,2.841597,0.000000,20.103205
2020-02-09 19:20:00,27.193502,34.460545,8.209075,2.708438,0.000000,20.313868
2020-02-09 19:25:00,26.585196,34.164120,8.318433,2.684025,0.000000,19.772425
2020-02-09 19:30:00,25.750616,34.531513,8.208665,2.496642,0.000000,20.216433
2020-02-09 19:35:00,26.557192,34.363842,8.238407,2.608630,0.000000,19.931589
2020-02-09 19:40:00,26.072218,34.285370,8.177825,2.634634,0.000000,20.479393
2020-02-09 19:45:00,26.074608,34.526749,8.198968,2.706544,0.000000,19.780237
2020-02-09 19:50:00,26.436890,34.342106,8.230959,2.804010,0.000000,20.913008
2020-02-09 19:55:00,27.089870,34.178383,8.212168,2.480494,0.000000,20.813234
2020-02-09 20:00:00,26.790817,34.279663,8.210871,2.781520,0.000000,19.694008
2020-02-09 20:05:00,26.443481,34.164616,8.283822,2.464847,0.000000,20.549189
2020-02-09 20:10:00,26.591352,34.027805,8.161380,2.671350,0.000000,19.941675
2020-02-09 20:15:00,26.922695,34.192429,8.143960,2.366915,0.000000,19.676022
2020-02-09 20:20:00,26.322430,34.011314,8.174985,2.512643,0.000000,20.007334
2020-02-09 20:25:00,26.722595,34.266151,8.227151,2.460372,0.000000,21.190742
2020-02-09 20:30:00,26.657139,34.123993,8.171725,2.892329,0.000000,20.502762
2020-02-09 20:35:00,26.375454,34.111309,8.240641,2.479989,0.000000,20.299393
2020-02-09 20:40:00,26.619547,34.107136,8.270035,2.188930,0.000000,20.489330
2020-02-09 20:45:00,26.404987,34.172413,8.138651,2.735491,0.000000,20.513834
2020-02-09 20:50:00,26.064711,34.047787,8.198056,2.525368,0.000000,20.767832
2020-02-09 20:55:00,26.338303,34.207169,8.126390,2.551920,0.000000,20.574186
2020-02-09 21:00:00,26.127769,34.088421,8.142319,2.853560,0.000000,20.635958
2020-02-09 21:05:00,25.975128,34.233196,8.278435,2.972363,0.000000,20.871531
2020-02-09 21:10:00,26.352226,34.246368,8.138339,2.759379,0.000000,20.402534
2020-02-09 21:15:00,26.171120,34.182949,8.259269,3.281319,0.000000,21.292051
2020-02-09 21:20:00,25.860271,34.126167,8.196587,3.104411,0.000000,20.888050
2020-02-09 21:25:00,25.861851,34.133755,8.299553,3.434099,0.000000,21.352942
2020-02-09 21:30:00,26.763000,34.145016,8.277444,3.266471,0.000000,21.032242
2020-02-09 21:35:00,26.701590,34.214535,8.297273,3.268886,0.000000,20.629740
2020-02-09 21:40:00,26.639824,34.117481,8.331479,3.548767,0.000000,21.510527
2020-02-09 21:45:00,26.255871,34.009293,8.242105,3.562169,0.000000,21.382553
2020-02-09 21:50:00,26.053120,34.084599,8.307718,3.406779,0.000000,21.460115
2020-02-09 21:55:00,26.529165,34.143070,8.290519,3.923658,0.000000,22.035526
2020-02-09 22:00:00,26.530912,34.069698,8.287093,3.583363,0.000000,22.178381
2020-02-09 22:05:00,26.685781,34.090950,8.326919,3.186719,0.000000,22.143127
2020-02-09 22:10:00,26.750715,34.245808,8.312593,3.487585,0.000000,21.649305
2020-02-09 22:15:00,25.974321,34.144917,8.294879,3.432798,0.000000,21.829025
2020-02-09 22:20:00,26.494951,33.990829,8.289887,3.421891,600.000000,21.936596
2020-02-09 22:25:00,26.677708,34.018761,8.382371,3.715625,0.000000,22.444420
2020-02-09 22:30:00,26.294870,34.030163,8.328881,3.706361,0.000000,22.063461
2020-02-09 22:35:00,26.661240,33.979603,8.174627,3.559734,0.000000,22.521004
2020-02-09 22:40:00,26.907894,34.067711,8.266372,3.410131,0.000000,23.387184
2020-02-09 22:45:00,26.603786,34.113766,8.347380,3.369419,0.000000,23.157137
2020-02-09 22:55:00,26.056435,34.087685,8.270482,3.943942,0.000000,23.954073
2020-02-09 23:00:00,26.057343,34.238487,8.276905,3.548981,0.000000,24.022932
2020-02-09 23:05:00,26.413786,34.090687,8.351281,3.586347,0.000000,23.205027
2020-02-09 23:10:00,26.529678,33.881672,8.307099,3.563948,0.000000,24.144466
2020-02-09 23:15:00,26.907242,34.166489,8.366091,3.635521,0.000000,24.113909
2020-02-09 23:20:00,26.350506,34.164101,8.339669,3.454178,0.000000,23.679407
2020-02-09 23:25:00,26.427879,34.054249,8.370861,3.519870,0.000000,24.602400
2020-02-09 23:30:00,26.702732,34.129311,8.294367,3.253419,0.000000,23.878143
2020-02-09 23:35:00,26.551994,33.921329,8.330843,3.575705,0.000000,24.576300
2020-02-09 23:40:00,26.960922,34.161133,8.345695,3.736581,0.000000,25.071991
2020-02-09 23:45:00,27.085974,34.013363,8.349771,3.286387,0.000000,25.329218
2020-02-09 23:50:00,26.089172,34.070007,8.329909,3.821894,0.000000,25.090466
2020-02-09 23:55:00,26.318178,34.075115,8.300291,3.412675,0.000000,25.560837
2020-02-10 00:00:00,26.312763,33.869915,8.314162,3.255798,0.000000,25.344326
2020-02-10 00:05:00,26.715296,33.926952,8.249548,3.755252,0.000000,26.002825
2020-02-10 00:10:00,26.454920,33.900913,8.272701,3.243719,0.000000,26.445959
2020-02-10 00:15:00,26.726357,34.216515,8.284212,3.397668,0.000000,26.488365
2020-02-10 00:20:00,26.818159,34.052284,8.245116,3.776633,0.000000,26.224812
2020-02-10 00:25:00,26.340914,34.034725,8.334396,3.646368,0.000000,26.507174
2020-02-10 00:30:00,26.564804,34.145733,8.342154,4.209624,0.000000,27.016287
2020-02-10 00:35:00,26.476458,33.883511,8.347919,3.964682,0.000000,27.943878
2020-02-10 00:40:00,26.288254,34.108181,8.272559,3.838674,0.000000,27.404179
2020-02-10 00:45:00,26.681005,34.026455,8.411699,3.830559,0.000000,28.363413
2020-02-10 00:50:00,26.569422,34.093697,8.289723,4.021502,0.000000,27.975977
2020-02-10 00:55:00,26.874849,34.087090,8.315583,4.157510,0.000000,28.448284
2020-02-10 01:00:00,26.700750,34.015736,8.304204,4.187943,0.000000,28.479431
2020-02-10 01:05:00,27.169767,34.112713,8.272413,3.841615,0.000000,28.552822
2020-02-10 01:10:00,26.546120,33.960060,8.380611,4.301274,0.000000,29.142746
2020-02-10 01:15:00,26.348768,34.097214,8.281281,3.892637,0.000000,29.444101
2020-02-10 01:20:00,26.188492,34.066975,8.366229,3.927960,0.000000,28.649216
2020-02-10 01:25:00,26.621033,34.083073,8.373878,4.299082,0.000000,29.106070
2020-02-10 01:30:00,26.452337,33.997547,8.379351,4.230065,0.000000,29.649706
2020-02-10 01:35:00,26.561043,34.054390,8.426382,4.031594,0.000000,29.481176
2020-02-10 01:40:00,26.492443,34.119492,8.403921,4.340325,0.000000,29.556679
2020-02-10 01:45:00,26.717733,34.009983,8.375169,4.159014,0.000000,29.899788
2020-02-10 01:50:00,27.078899,34.018158,8.292048,4.248676,0.000000,30.401400
2020-02-10 01:55:00,26.281384,33.991386,8.294909,4.277864,0.000000,29.891901
2020-02-10 02:00:00,26.673454,34.186569,8.370129,4.090712,0.000000,29.916790
2020-02-10 02:05:00,26.306147,33.954681,8.321104,3.993751,0.000000,30.248938
2020-02-10 02:10:00,26.892912,34.078625,8.369005,3.485501,0.000000,30.993284
2020-02-10 02:15:00,26.268696,34.052940,8.330732,3.946209,0.000000,30.516977
2020-02-10 02:20:00,26.462305,34.199345,8.383407,4.304297,0.000000,30.528631
2020-02-10 02:25:00,26.627302,34.028404,8.298270,4.277707,0.000000,31.864855
2020-02-10 02:30:00,50.000000,33.933266,8.385470,4.192669,0.000000,30.546968
2020-02-10 02:35:00,26.584372,33.959747,8.313136,4.134729,0.000000,30.156784
2020-02-10 02:40:00,26.390154,34.118675,8.316150,4.447440,0.000000,30.160368
2020-02-10 02:45:00,26.806583,34.305912,8.372803,4.063067,0.000000,30.071800
2020-02-10 02:50:00,26.661028,34.116634,8.251297,4.056539,0.000000,30.038359
2020-02-10 02:55:00,26.983137,34.064373,8.343523,4.137908,0.000000,30.157167
2020-02-10 03:00:00,26.408110,34.084885,8.319022,4.299881,0.000000,30.371450
2020-02-10 03:05:00,26.448425,33.961910,8.322886,4.471393,0.000000,30.206043
2020-02-10 03:10:00,26.396111,33.971661,8.356562,4.349911,0.000000,30.700142
2020-02-10 03:15:00,27.347994,34.230278,8.362337,4.148557,0.000000,31.352650
2020-02-10 03:20:00,26.496204,33.978378,8.293395,4.362164,0.000000,30.808893
2020-02-10 03:25:00,27.467117,34.139530,8.386924,4.595559,0.000000,30.377493
2020-02-10 03:30:00,26.303007,34.166809,8.389782,3.852269,0.000000,30.582703
2020-02-10 03:35:00,26.743544,34.196892,8.384737,4.264237,0.000000,30.063028
2020-02-10 03:40:00,26.557453,34.145908,8.215441,4.380349,0.000000,30.011974
2020-02-10 03:45:00,26.256159,34.042274,8.382569,4.185596,0.000000,29.675301
2020-02-10 03:50:00,26.316936,34.130806,8.368129,4.352831,0.000000,29.795301
2020-02-10 03:55:00,27.167543,34.093597,8.256393,3.998027,0.000000,29.069242
2020-02-10 04:00:00,27.547363,34.214977,8.340508,4.243637,0.000000,29.417238
2020-02-10 04:05:00,26.536667,34.007801,8.388491,3.695468,0.000000,29.212523
2020-02-10 04:10:00,26.710802,33.995735,8.275824,3.631101,0.000000,29.572462
2020-02-10 04:15:00,26.372507,34.080696,8.267337,3.456274,0.000000,28.737034
2020-02-10 04:20:00,26.798304,33.963997,8.292892,3.764072,0.000000,28.827724
2020-02-10 04:25:00,26.826170,33.847733,8.239104,3.765434,0.000000,28.346733
2020-02-10 04:30:00,26.343452,34.002682,8.368680,3.607932,0.000000,27.945316
2020-02-10 04:35:00,26.811472,34.164944,8.251044,3.482677,0.000000,27.630280
2020-02-10 04:40:00,26.233583,34.057610,8.330519,3.481732,0.000000,28.292889
2020-02-10 04:45:00,26.554832,34.191212,8.308150,3.399213,0.000000,27.898020
2020-02-10 04:50:00,26.371450,34.064404,8.286345,3.235882,0.000000,27.777790
2020-02-10 04:55:00,27.158541,34.026150,8.266523,3.193344,0.000000,26.799728
2020-02-10 05:00:00,26.668316,34.165668,8.399384,3.456452,0.000000,27.227240
2020-02-10 05:05:00,26.524033,33.959862,8.285729,3.364488,0.000000,26.796465
2020-02-10 05:10:00,26.388737,34.125927,8.236656,3.114966,0.000000,26.769180
2020-02-10 05:15:00,26.371935,34.066570,8.301154,3.054404,0.000000,26.337376
2020-02-10 05:20:00,26.534594,34.107311,8.269836,3.156536,0.000000,25.485624
2020-02-10 05:25:00,26.453590,33.957874,8.391215,3.208502,0.000000,25.952473
2020-02-10 05:30:00,26.208584,34.006496,8.328891,3.267855,0.000000,25.443199
2020-02-10 05:35:00,26.099766,34.079205,8.287127,3.671338,0.000000,25.921610
2020-02-10 05:40:00,26.293127,34.205833,8.301954,2.913902,0.000000,24.678940
2020-02-10 05:45:00,26.783678,34.259705,8.291318,3.259122,0.000000,25.385258
2020-02-10 05:50:00,26.721861,34.145615,8.252652,3.053491,0.000000,24.911507
2020-02-10 05:55:00,25.847864,34.147011,8.265877,3.666236,0.000000,25.187523
2020-02-10 06:00:00,26.605415,34.155262,8.286233,2.738237,0.000000,24.786900
2020-02-10 06:05:00,26.317310,34.348675,8.324458,3.570717,0.000000,24.910069
2020-02-10 06:10:00,26.647057,34.187252,8.208388,3.371855,0.000000,24.134073
2020-02-10 06:15:00,26.362267,34.120739,8.264595,3.315079,0.000000,24.276625
2020-02-10 06:20:00,25.972912,34.349304,8.276077,3.091835,0.000000,23.620623
2020-02-10 06:25:00,26.419144,34.058170,8.327156,2.993410,0.000000,23.626558
2020-02-10 06:30:00,26.718346,34.331284,8.307107,3.179884,0.000000,22.792816
2020-02-10 06:35:00,27.187998,34.199772,8.301729,3.246975,0.000000,22.887747
2020-02-10 06:40:00,26.128740,34.093945,5.000000,3.331411,0.000000,22.681572
2020-02-10 06:45:00,0.000000,34.298908,8.210235,3.247495,0.000000,22.744249
2020-02-10 06:50:00,26.980665,34.356228,8.349248,3.096505,0.000000,23.240318
2020-02-10 06:55:00,26.532879,34.548138,8.240114,2.989538,0.000000,22.587559
2020-02-10 07:00:00,26.538269,34.367805,8.246080,2.806237,0.000000,22.705040
2020-02-10 07:05:00,26.605782,34.552269,8.220462,2.856379,0.000000,21.948997
2020-02-10 07:10:00,26.888220,34.503841,8.274398,2.924469,0.000000,21.140257
2020-02-10 07:15:00,26.466780,34.605106,8.273782,2.841958,0.000000,22.363251
2020-02-10 07:20:00,26.212008,34.402912,8.241570,2.517209,0.000000,21.472000
2020-02-10 07:25:00,25.763792,34.685402,8.298191,2.484108,0.000000,21.516617
2020-02-10 07:30:00,26.711920,34.426529,8.234262,2.566586,0.000000,21.877996
2020-02-10 07:35:00,26.613977,34.528461,8.287045,2.277452,0.000000,21.272980
2020-02-10 07:45:00,26.640059,34.403339,8.249595,2.268965,0.000000,20.933359
2020-02-10 07:50:00,26.730679,34.612827,8.224244,2.469493,0.000000,21.120043
2020-02-10 07:55:00,26.532074,34.694096,8.316641,2.554610,0.000000,21.683079
2020-02-10 08:00:00,26.325027,34.447311,8.264229,2.602259,0.000000,21.484026
2020-02-10 08:05:00,26.164173,34.437786,8.227533,2.816722,0.000000,20.827511
2020-02-10 08:10:00,26.264786,34.497253,8.261302,2.560792,0.000000,20.505615
2020-02-10 08:15:00,26.715202,34.591724,8.264132,2.384089,0.000000,20.928415
2020-02-10 08:20:00,26.445608,34.459759,8.320327,2.219139,0.000000,20.656376
2020-02-10 08:25:00,25.798229,34.568737,8.174223,2.731895,0.000000,20.742828
2020-02-10 08:30:00,27.390766,34.763161,8.296264,2.601741,0.000000,21.118715
2020-02-10 08:35:00,25.933191,34.450790,8.247921,2.748269,0.000000,20.421429
2020-02-10 08:40:00,26.718794,34.566555,8.255298,1.964061,0.000000,21.170668
2020-02-10 08:45:00,26.090458,34.578281,8.327495,2.312178,0.000000,20.387215
